ID,municipality,trust_police,govt_responsive,ideology,govt_pride,self_efficacy_political,trust_military,trust_supreme_court,support_political_system
respondent_7118,municipality_096,7,1,10,4,4,7,7,7
respondent_7119,municipality_029,7,4,5,6,4,7,7,5
respondent_7120,municipality_015,7,7,9,4,1,7,7,6
respondent_7121,municipality_016,4,4,5,4,3,5,5,4
respondent_7122,municipality_045,5,4,6,3,3,5,4,4
respondent_7123,municipality_049,5,1,2,3,4,6,4,3
respondent_7124,municipality_063,6,2,4,6,3,7,5,5
respondent_7125,municipality_012,7,2,4,2,4,7,7,4
respondent_7126,municipality_008,4,5,10,5,3,6,3,4
respondent_7127,municipality_040,7,2,8,4,3,7,5,5
respondent_7128,municipality_063,1,1,6,1,3,5,1,1
respondent_7129,municipality_021,5,1,10,1,1,5,7,2
respondent_7130,municipality_040,5,6,10,4,1,5,6,3
respondent_7131,municipality_059,2,1,3,2,4,7,3,3
respondent_7132,municipality_105,7,5,9,6,3,7,7,5
respondent_7133,municipality_022,5,2,8,4,4,6,6,5
respondent_7134,municipality_042,6,5,3,6,4,7,6,7
respondent_7135,municipality_031,1,1,6,2,1,7,3,7
respondent_7136,municipality_040,6,5,1,6,4,7,5,6
respondent_7137,municipality_025,3,1,3,1,1,5,1,3
respondent_7138,municipality_104,6,5,3,3,3,2,5,5
respondent_7139,municipality_020,5,5,5,3,3,7,5,6
respondent_7140,municipality_069,6,3,5,4,3,3,3,6
respondent_7141,municipality_045,6,5,10,6,3,5,6,6
respondent_7142,municipality_103,5,5,6,2,3,6,6,6
respondent_7143,municipality_053,1,1,3,1,3,2,2,1
respondent_7144,municipality_040,5,4,5,4,3,7,6,5
respondent_7145,municipality_002,4,1,5,3,4,4,5,3
respondent_7146,municipality_091,5,4,9,1,1,5,1,1
respondent_7147,municipality_056,4,3,7,2,4,5,3,2
respondent_7148,municipality_082,4,1,7,5,3,4,4,4
respondent_7149,municipality_104,3,3,8,1,3,6,4,4
respondent_7150,municipality_019,7,5,8,1,1,6,3,6
respondent_7151,municipality_096,7,7,10,7,2,7,7,7
respondent_7152,municipality_063,4,5,7,3,3,6,6,6
respondent_7153,municipality_075,5,4,8,3,4,7,7,7
respondent_7154,municipality_028,1,1,1,1,4,1,1,1
respondent_7155,municipality_058,1,1,5,1,4,1,1,1
respondent_7156,municipality_063,5,1,10,1,1,6,1,1
respondent_7157,municipality_029,5,5,7,3,3,5,5,3
respondent_7158,municipality_053,2,6,5,7,3,3,5,5
respondent_7159,municipality_017,7,7,2,1,3,7,3,1
respondent_7160,municipality_081,7,5,8,5,3,7,6,4
respondent_7161,municipality_026,7,1,2,5,3,7,3,5
respondent_7162,municipality_103,2,2,4,2,1,2,2,2
respondent_7163,municipality_051,2,4,7,2,2,4,5,2
respondent_7164,municipality_063,4,4,6,5,3,7,6,6
respondent_7165,municipality_032,7,1,1,1,4,7,1,1
respondent_7166,municipality_050,3,5,10,2,1,5,4,2
respondent_7167,municipality_001,1,1,10,1,3,7,1,7
respondent_7168,municipality_088,2,1,5,2,1,7,7,3
respondent_7169,municipality_093,6,1,10,5,3,7,6,7
respondent_7170,municipality_095,3,3,3,1,3,2,1,1
respondent_7171,municipality_007,3,1,1,1,3,2,1,1
respondent_7172,municipality_060,4,4,1,4,3,6,6,3
respondent_7173,municipality_097,5,4,6,5,4,7,4,5
respondent_7174,municipality_063,2,1,2,1,1,1,4,6
respondent_7175,municipality_090,6,1,8,1,3,5,3,1
respondent_7176,municipality_103,5,1,4,4,3,4,6,3
respondent_7177,municipality_045,5,4,6,3,3,5,4,4
respondent_7178,municipality_055,2,1,4,2,4,4,2,2
respondent_7179,municipality_073,6,6,7,4,2,6,6,5
respondent_7180,municipality_001,4,4,7,1,4,6,1,3
respondent_7181,municipality_022,7,7,1,1,1,7,7,7
respondent_7182,municipality_042,5,2,4,1,3,3,2,1
respondent_7183,municipality_014,6,3,1,5,3,7,6,6
respondent_7184,municipality_074,3,1,8,7,1,5,5,7
respondent_7185,municipality_040,7,2,8,4,3,7,5,5
respondent_7186,municipality_085,7,5,8,7,4,7,3,4
respondent_7187,municipality_095,4,5,4,3,1,5,4,3
respondent_7188,municipality_099,4,2,5,4,3,3,4,1
respondent_7189,municipality_010,5,3,7,5,3,6,6,5
respondent_7190,municipality_036,6,5,2,6,4,1,1,4
respondent_7191,municipality_059,1,5,1,5,3,7,7,5
respondent_7192,municipality_012,4,4,5,2,4,6,3,5
respondent_7193,municipality_073,2,6,8,3,4,3,3,4
respondent_7194,municipality_055,3,6,9,3,3,2,2,5
respondent_7195,municipality_010,1,5,10,1,3,2,2,6
respondent_7196,municipality_039,5,5,5,5,3,6,2,3
respondent_7197,municipality_092,3,4,3,5,4,4,4,5
respondent_7198,municipality_063,6,5,10,7,3,7,6,7
respondent_7199,municipality_097,2,1,1,1,4,1,1,2
respondent_7200,municipality_020,7,5,1,2,4,1,2,1
respondent_7201,municipality_028,6,4,6,4,1,7,7,5
respondent_7202,municipality_053,6,2,3,5,4,7,7,6
respondent_7203,municipality_062,6,6,8,6,3,7,5,7
respondent_7204,municipality_103,4,1,8,1,4,4,5,1
respondent_7205,municipality_081,5,5,7,2,3,7,5,1
respondent_7206,municipality_066,6,3,5,1,4,7,5,1
respondent_7207,municipality_032,4,4,5,1,3,4,1,1
respondent_7208,municipality_029,3,2,10,1,3,4,5,1
respondent_7209,municipality_035,5,1,2,1,2,3,1,2
respondent_7210,municipality_017,5,5,10,2,3,3,1,3
respondent_7211,municipality_012,3,7,5,3,1,5,3,3
respondent_7212,municipality_028,6,5,9,2,3,6,5,4
respondent_7213,municipality_041,7,7,7,1,3,7,1,1
respondent_7214,municipality_003,3,7,10,6,4,7,6,4
respondent_7215,municipality_061,7,2,1,3,1,6,1,7
respondent_7216,municipality_011,1,1,1,7,4,7,1,1
respondent_7217,municipality_092,3,4,3,5,4,4,4,5
respondent_7218,municipality_094,2,5,4,6,4,4,6,7
respondent_7219,municipality_030,6,4,1,1,1,7,6,1
respondent_7220,municipality_045,5,1,8,7,3,7,5,7
respondent_7221,municipality_047,6,4,10,6,3,7,6,7
respondent_7222,municipality_013,4,4,4,2,3,5,5,2
respondent_7223,municipality_063,5,1,10,1,1,6,1,1
respondent_7224,municipality_063,4,3,3,3,3,5,3,3
respondent_7225,municipality_008,3,1,3,1,2,3,3,1
respondent_7226,municipality_103,3,2,10,1,2,4,4,2
respondent_7227,municipality_080,7,2,6,7,1,6,4,7
respondent_7228,municipality_095,3,4,4,3,4,6,5,3
respondent_7229,municipality_020,5,1,5,1,4,5,3,3
respondent_7230,municipality_060,2,1,2,2,4,1,2,3
respondent_7231,municipality_048,6,3,7,1,4,7,4,2
respondent_7232,municipality_078,2,3,10,1,4,3,3,2
respondent_7233,municipality_013,6,4,5,4,3,4,5,2
respondent_7234,municipality_082,1,2,7,1,4,2,2,1
respondent_7235,municipality_095,1,1,10,1,2,3,4,1
respondent_7236,municipality_054,1,4,1,1,4,7,1,1
respondent_7237,municipality_063,7,3,4,3,3,5,1,1
respondent_7238,municipality_103,4,5,4,2,2,5,4,4
respondent_7239,municipality_023,3,4,5,2,3,6,4,3
respondent_7240,municipality_071,7,1,5,7,3,7,7,7
respondent_7241,municipality_067,2,1,7,4,4,5,4,4
respondent_7242,municipality_068,4,1,10,4,3,6,5,5
respondent_7243,municipality_097,7,6,10,7,1,7,7,7
respondent_7244,municipality_011,6,2,9,2,4,6,6,4
respondent_7245,municipality_103,3,2,10,1,2,4,4,2
respondent_7246,municipality_035,6,2,8,4,4,3,2,6
respondent_7247,municipality_063,4,3,10,3,4,4,4,3
respondent_7248,municipality_083,4,2,6,1,2,5,3,1
respondent_7249,municipality_060,7,6,1,2,3,7,3,3
respondent_7250,municipality_030,1,7,10,1,1,7,1,1
respondent_7251,municipality_051,1,3,10,1,3,7,5,3
respondent_7252,municipality_082,3,3,5,1,1,2,2,1
respondent_7253,municipality_001,1,3,2,1,3,1,1,1
respondent_7254,municipality_079,7,4,5,1,4,7,5,7
respondent_7255,municipality_014,1,1,3,1,3,5,3,4
respondent_7256,municipality_104,6,5,3,3,3,2,5,5
respondent_7257,municipality_063,2,1,3,1,3,1,1,1
respondent_7258,municipality_016,4,3,3,1,1,2,2,2
respondent_7259,municipality_012,7,2,4,2,4,7,7,4
respondent_7260,municipality_088,1,1,5,1,2,7,1,3
respondent_7261,municipality_030,6,4,1,1,1,7,6,1
respondent_7262,municipality_077,1,2,9,1,2,3,2,1
respondent_7263,municipality_035,5,1,2,1,2,3,1,2
respondent_7264,municipality_047,6,4,10,6,3,7,6,7
respondent_7265,municipality_038,1,1,1,1,1,5,1,1
respondent_7266,municipality_025,7,3,5,6,3,7,7,7
respondent_7267,municipality_045,7,3,10,7,4,7,7,5
respondent_7268,municipality_103,3,3,1,1,3,5,2,1
respondent_7269,municipality_057,3,1,2,1,4,4,2,2
respondent_7270,municipality_002,3,3,10,4,4,4,3,5
respondent_7271,municipality_031,6,2,9,1,3,5,3,6
respondent_7272,municipality_009,7,7,1,6,4,7,7,7
respondent_7273,municipality_049,3,3,5,3,3,3,4,2
respondent_7274,municipality_048,5,2,6,4,4,5,5,4
respondent_7275,municipality_073,6,4,4,5,4,7,5,7
respondent_7276,municipality_088,3,6,9,4,3,7,6,4
respondent_7277,municipality_042,1,1,8,1,4,7,1,1
respondent_7278,municipality_102,3,6,1,5,3,4,2,5
respondent_7279,municipality_006,4,3,4,1,2,4,2,1
respondent_7280,municipality_023,7,6,2,1,1,7,7,2
respondent_7281,municipality_096,6,4,10,5,3,7,5,4
respondent_7282,municipality_013,5,5,6,5,4,6,4,4
respondent_7283,municipality_076,2,2,2,1,3,2,1,1
respondent_7284,municipality_093,1,1,5,2,4,1,1,2
respondent_7285,municipality_015,7,7,9,4,1,7,7,6
respondent_7286,municipality_065,5,7,7,5,3,7,6,6
respondent_7287,municipality_054,7,5,1,6,3,7,6,6
respondent_7288,municipality_047,3,3,3,5,4,4,5,5
respondent_7289,municipality_003,5,3,5,4,2,4,5,5
respondent_7290,municipality_041,5,1,5,1,4,1,1,3
respondent_7291,municipality_069,7,1,10,7,3,7,6,6
respondent_7292,municipality_090,5,6,1,1,4,6,6,7
respondent_7293,municipality_017,7,1,8,7,3,7,7,7
respondent_7294,municipality_023,6,4,9,4,2,7,6,4
respondent_7295,municipality_020,6,3,5,2,3,4,4,3
respondent_7296,municipality_051,1,7,1,1,3,7,7,7
respondent_7297,municipality_097,6,6,7,3,4,7,6,3
respondent_7298,municipality_086,1,1,8,1,3,4,2,2
respondent_7299,municipality_079,7,1,10,7,4,7,7,7
respondent_7300,municipality_025,6,4,1,5,3,6,7,4
respondent_7301,municipality_100,1,3,6,2,4,5,4,1
respondent_7302,municipality_039,5,3,3,4,3,5,4,4
respondent_7303,municipality_015,5,1,9,1,4,7,4,1
respondent_7304,municipality_045,6,2,6,5,2,5,5,4
respondent_7305,municipality_101,7,2,10,6,1,6,7,6
respondent_7306,municipality_045,7,3,10,7,4,7,7,5
respondent_7307,municipality_095,1,2,5,1,3,1,4,2
respondent_7308,municipality_033,1,2,5,2,3,1,1,1
respondent_7309,municipality_099,1,1,10,1,4,7,1,1
respondent_7310,municipality_102,3,6,1,5,3,4,2,5
respondent_7311,municipality_049,5,4,5,5,4,5,6,6
respondent_7312,municipality_021,5,1,10,1,1,5,7,2
respondent_7313,municipality_095,1,5,1,1,3,1,5,3
respondent_7314,municipality_103,1,1,10,2,3,3,1,2
respondent_7315,municipality_073,4,3,5,5,3,6,6,5
respondent_7316,municipality_068,6,1,8,2,3,6,5,4
respondent_7317,municipality_050,3,1,7,5,3,6,4,5
respondent_7318,municipality_035,1,1,2,6,4,1,4,2
respondent_7319,municipality_084,5,1,10,1,4,7,1,2
respondent_7320,municipality_063,7,4,10,7,4,7,6,5
respondent_7321,municipality_059,7,7,10,1,1,1,1,1
respondent_7322,municipality_032,7,1,1,1,4,7,1,1
respondent_7323,municipality_090,7,2,8,7,1,7,7,6
respondent_7324,municipality_023,7,1,10,7,3,7,7,6
respondent_7325,municipality_023,7,6,2,1,1,7,7,2
respondent_7326,municipality_032,7,6,3,5,3,7,7,7
respondent_7327,municipality_082,7,3,10,1,3,7,7,1
respondent_7328,municipality_041,2,4,5,2,3,4,4,4
respondent_7329,municipality_059,1,1,4,1,3,6,2,3
respondent_7330,municipality_041,4,3,10,3,4,6,6,3
respondent_7331,municipality_090,1,4,3,4,2,3,2,2
respondent_7332,municipality_035,7,7,1,7,4,7,1,1
respondent_7333,municipality_053,5,2,5,3,2,6,6,5
respondent_7334,municipality_039,7,4,4,1,1,7,7,1
respondent_7335,municipality_028,4,1,10,1,3,4,4,1
respondent_7336,municipality_099,7,4,5,4,3,7,4,4
respondent_7337,municipality_031,1,1,6,2,1,7,3,7
respondent_7338,municipality_038,5,1,5,1,4,7,7,4
respondent_7339,municipality_063,6,2,8,4,3,6,2,5
respondent_7340,municipality_030,3,3,5,5,3,5,4,6
respondent_7341,municipality_089,2,1,2,2,3,5,2,1
respondent_7342,municipality_086,3,5,8,3,4,5,4,4
respondent_7343,municipality_063,6,4,8,4,3,5,4,4
respondent_7344,municipality_010,5,4,3,4,4,7,4,3
respondent_7345,municipality_028,7,3,9,4,4,7,2,2
respondent_7346,municipality_035,7,1,6,2,4,5,2,4
respondent_7347,municipality_003,5,4,4,3,4,5,6,6
respondent_7348,municipality_107,2,1,3,2,3,3,1,2
respondent_7349,municipality_029,2,3,7,3,3,6,6,5
respondent_7350,municipality_065,6,7,3,4,1,7,6,5
respondent_7351,municipality_057,7,5,8,7,3,7,7,7
respondent_7352,municipality_019,5,4,8,2,4,3,4,3
respondent_7353,municipality_015,5,5,8,3,3,5,6,5
respondent_7354,municipality_018,6,4,10,5,2,7,6,5
respondent_7355,municipality_048,2,4,7,1,3,1,1,1
respondent_7356,municipality_063,3,4,7,1,3,4,3,7
respondent_7357,municipality_037,4,3,7,5,1,5,3,6
respondent_7358,municipality_015,6,4,6,3,4,6,5,5
respondent_7359,municipality_051,3,3,8,3,4,7,4,1
respondent_7360,municipality_079,7,3,2,5,3,7,7,5
respondent_7361,municipality_060,4,4,1,4,3,6,6,3
respondent_7362,municipality_086,4,5,6,2,1,7,7,5
respondent_7363,municipality_063,5,1,5,1,3,4,4,1
respondent_7364,municipality_031,4,5,10,1,4,7,1,1
respondent_7365,municipality_049,5,4,2,4,3,5,4,4
respondent_7366,municipality_063,4,1,5,1,2,4,3,2
respondent_7367,municipality_070,5,2,3,6,4,5,3,2
respondent_7368,municipality_056,1,3,4,1,4,3,5,4
respondent_7369,municipality_025,7,1,10,7,4,7,7,3
respondent_7370,municipality_075,5,4,8,1,3,7,5,7
respondent_7371,municipality_052,7,1,9,1,3,7,7,5
respondent_7372,municipality_045,2,5,5,2,4,5,3,1
respondent_7373,municipality_034,7,7,8,7,3,7,7,7
respondent_7374,municipality_063,5,3,3,1,3,7,4,1
respondent_7375,municipality_004,2,1,1,4,3,5,5,3
respondent_7376,municipality_086,1,1,3,1,3,7,2,1
respondent_7377,municipality_096,1,7,2,1,3,7,1,7
respondent_7378,municipality_095,2,2,3,2,3,2,2,2
respondent_7379,municipality_097,7,6,10,7,1,7,7,7
respondent_7380,municipality_043,5,5,8,6,3,6,6,6
respondent_7381,municipality_033,5,3,9,3,3,6,4,3
respondent_7382,municipality_048,2,2,2,2,3,6,3,4
respondent_7383,municipality_094,4,3,2,2,4,5,4,1
respondent_7384,municipality_017,2,6,9,2,3,7,6,6
respondent_7385,municipality_038,3,5,5,2,3,6,5,4
respondent_7386,municipality_036,4,2,10,2,4,7,4,4
respondent_7387,municipality_060,5,3,1,3,4,7,6,1
respondent_7388,municipality_041,4,3,10,3,4,6,6,3
respondent_7389,municipality_087,7,7,8,2,3,7,7,6
respondent_7390,municipality_073,6,4,4,5,4,7,5,7
respondent_7391,municipality_031,7,2,8,5,1,6,5,4
respondent_7392,municipality_096,7,7,10,7,2,7,7,7
respondent_7393,municipality_100,7,6,3,4,3,6,6,3
respondent_7394,municipality_082,1,3,1,2,4,1,1,4
respondent_7395,municipality_051,3,3,8,3,4,7,4,1
respondent_7396,municipality_085,4,7,8,5,3,7,7,7
respondent_7397,municipality_085,5,7,9,3,1,5,6,2
respondent_7398,municipality_028,7,1,10,1,2,7,5,1
respondent_7399,municipality_057,6,4,10,1,3,7,1,5
respondent_7400,municipality_103,4,3,5,1,4,5,1,1
respondent_7401,municipality_084,4,1,1,1,3,1,1,1
respondent_7402,municipality_046,4,3,6,5,3,5,6,6
respondent_7403,municipality_063,5,3,3,1,3,7,4,1
respondent_7404,municipality_075,6,7,6,1,4,7,6,5
respondent_7405,municipality_076,1,7,5,2,2,7,3,7
respondent_7406,municipality_059,1,1,4,1,3,6,2,3
respondent_7407,municipality_102,5,7,2,2,4,6,6,7
respondent_7408,municipality_077,5,6,5,3,3,7,7,5
respondent_7409,municipality_050,1,1,10,1,1,2,2,1
respondent_7410,municipality_061,6,5,8,2,4,6,3,4
respondent_7411,municipality_079,7,3,2,5,3,7,7,5
respondent_7412,municipality_093,3,4,6,3,4,5,3,3
respondent_7413,municipality_087,2,4,10,2,4,2,1,1
respondent_7414,municipality_081,2,1,9,3,1,1,4,2
respondent_7415,municipality_062,7,5,8,6,1,7,6,7
respondent_7416,municipality_007,5,5,10,2,3,5,6,3
respondent_7417,municipality_063,5,1,10,1,1,6,1,1
respondent_7418,municipality_073,6,6,7,4,2,6,6,5
respondent_7419,municipality_056,5,4,4,3,4,5,4,2
respondent_7420,municipality_011,6,2,10,3,2,7,1,5
respondent_7421,municipality_097,7,5,10,6,3,7,7,7
respondent_7422,municipality_049,5,1,2,3,4,6,4,3
respondent_7423,municipality_023,4,1,10,1,2,5,3,1
respondent_7424,municipality_048,5,2,6,4,4,5,5,4
respondent_7425,municipality_008,1,3,5,5,4,1,1,5
respondent_7426,municipality_011,5,5,10,2,4,7,5,6
respondent_7427,municipality_008,1,3,5,5,4,1,1,5
respondent_7428,municipality_105,7,7,1,4,2,7,6,3
respondent_7429,municipality_077,5,6,5,3,3,7,7,5
respondent_7430,municipality_009,5,4,1,2,4,3,2,1
respondent_7431,municipality_015,4,1,5,4,3,7,6,3
respondent_7432,municipality_107,7,3,10,7,4,7,7,5
respondent_7433,municipality_063,1,1,5,1,4,1,1,1
respondent_7434,municipality_095,5,6,10,1,3,7,3,4
respondent_7435,municipality_071,5,1,4,7,4,1,2,3
respondent_7436,municipality_050,7,7,10,7,2,7,1,7
respondent_7437,municipality_049,6,3,2,2,3,7,4,4
respondent_7438,municipality_072,4,4,4,1,4,6,4,1
respondent_7439,municipality_039,6,4,7,3,3,5,5,4
respondent_7440,municipality_007,6,4,3,4,3,6,4,4
respondent_7441,municipality_028,4,5,8,2,4,7,2,5
respondent_7442,municipality_057,7,1,8,3,4,7,7,7
respondent_7443,municipality_061,6,3,10,7,1,3,6,7
respondent_7444,municipality_058,1,2,3,2,3,5,2,2
respondent_7445,municipality_038,4,7,5,1,4,4,3,2
respondent_7446,municipality_103,7,5,9,2,3,7,5,2
respondent_7447,municipality_017,7,5,9,2,4,7,7,7
respondent_7448,municipality_077,5,6,5,3,3,7,7,5
respondent_7449,municipality_008,1,3,5,5,4,1,1,5
respondent_7450,municipality_041,4,3,10,3,4,6,6,3
respondent_7451,municipality_024,1,5,6,3,4,6,1,5
respondent_7452,municipality_104,3,3,6,3,4,3,3,3
respondent_7453,municipality_047,4,3,4,6,4,7,4,5
respondent_7454,municipality_106,1,1,8,1,4,1,2,7
respondent_7455,municipality_065,7,4,8,5,3,7,5,7
respondent_7456,municipality_028,4,5,8,2,4,7,2,5
respondent_7457,municipality_067,2,1,5,1,4,5,2,1
respondent_7458,municipality_016,5,5,5,4,3,7,6,7
respondent_7459,municipality_018,2,3,10,2,4,3,1,2
respondent_7460,municipality_023,2,2,9,1,4,1,1,2
respondent_7461,municipality_053,5,6,5,4,3,7,5,6
respondent_7462,municipality_063,4,1,10,1,1,5,2,2
respondent_7463,municipality_063,5,4,8,5,3,7,4,6
respondent_7464,municipality_004,6,3,4,5,4,6,6,4
respondent_7465,municipality_063,7,3,4,3,3,5,1,1
respondent_7466,municipality_094,3,5,8,2,3,7,6,5
respondent_7467,municipality_078,5,3,5,1,2,5,6,4
respondent_7468,municipality_007,5,5,10,2,3,5,6,3
respondent_7469,municipality_023,1,5,1,1,3,4,3,4
respondent_7470,municipality_047,7,6,5,3,3,5,6,2
respondent_7471,municipality_048,5,2,6,4,4,5,5,4
respondent_7472,municipality_063,7,6,1,1,4,7,1,1
respondent_7473,municipality_073,2,6,8,3,4,3,3,4
respondent_7474,municipality_085,5,7,9,3,1,5,6,2
respondent_7475,municipality_073,6,4,4,5,4,7,5,7
respondent_7476,municipality_012,4,4,5,2,4,6,3,5
respondent_7477,municipality_105,2,2,5,1,4,1,5,2
respondent_7478,municipality_071,7,1,10,7,3,7,7,7
respondent_7479,municipality_079,5,4,4,3,3,5,4,4
respondent_7480,municipality_092,7,6,1,1,4,7,1,1
respondent_7481,municipality_056,3,3,9,2,3,7,7,4
respondent_7482,municipality_025,7,1,10,7,4,7,7,3
respondent_7483,municipality_059,4,4,7,7,3,6,5,6
respondent_7484,municipality_035,5,1,2,1,2,3,1,2
respondent_7485,municipality_098,4,6,8,1,3,5,6,1
respondent_7486,municipality_027,6,7,10,7,4,7,6,5
respondent_7487,municipality_080,6,5,4,1,3,4,1,2
respondent_7488,municipality_048,7,6,8,6,3,7,7,7
respondent_7489,municipality_037,4,5,10,4,1,7,6,6
respondent_7490,municipality_059,1,1,4,1,3,6,2,3
respondent_7491,municipality_031,2,4,5,4,3,4,3,4
respondent_7492,municipality_010,4,3,5,4,3,4,5,4
respondent_7493,municipality_044,3,3,4,1,4,6,5,2
respondent_7494,municipality_014,1,7,9,1,1,1,1,1
respondent_7495,municipality_087,5,3,5,2,4,5,4,2
respondent_7496,municipality_078,5,3,5,1,2,5,6,4
respondent_7497,municipality_045,1,1,7,5,1,4,4,6
respondent_7498,municipality_034,4,4,10,4,2,7,2,4
respondent_7499,municipality_065,3,2,5,2,3,4,4,4
respondent_7500,municipality_063,7,3,4,3,3,5,1,1
respondent_7501,municipality_061,5,5,1,2,3,5,5,4
respondent_7502,municipality_063,7,7,5,7,4,7,7,7
respondent_7503,municipality_097,6,2,5,4,2,6,2,4
respondent_7504,municipality_072,4,4,4,1,4,6,4,1
respondent_7505,municipality_035,6,3,5,6,3,1,3,6
respondent_7506,municipality_033,1,1,7,1,3,4,5,4
respondent_7507,municipality_094,3,5,8,2,3,7,6,5
respondent_7508,municipality_086,1,1,3,1,3,7,2,1
respondent_7509,municipality_087,3,2,10,2,3,7,2,3
respondent_7510,municipality_032,7,7,3,1,4,7,4,1
respondent_7511,municipality_077,7,2,3,6,4,5,3,4
respondent_7512,municipality_104,5,1,5,7,4,4,3,7
respondent_7513,municipality_063,7,7,5,7,4,7,7,7
respondent_7514,municipality_095,5,4,3,7,3,7,7,7
respondent_7515,municipality_051,2,4,7,2,2,4,5,2
respondent_7516,municipality_019,5,1,1,1,2,4,1,1
respondent_7517,municipality_095,7,1,9,7,3,7,3,7
respondent_7518,municipality_018,2,3,10,2,4,3,1,2
respondent_7519,municipality_076,1,7,5,2,2,7,3,7
respondent_7520,municipality_045,5,3,4,5,3,6,6,5
respondent_7521,municipality_021,5,3,5,4,4,6,3,6
respondent_7522,municipality_036,6,5,2,6,4,1,1,4
respondent_7523,municipality_017,7,5,8,1,4,5,4,2
respondent_7524,municipality_018,7,6,7,7,3,7,6,7
respondent_7525,municipality_039,5,2,3,2,2,6,1,2
respondent_7526,municipality_037,5,2,2,1,1,6,6,1
respondent_7527,municipality_094,1,4,1,1,3,3,1,1
respondent_7528,municipality_105,6,3,3,3,3,5,4,2
respondent_7529,municipality_102,7,4,5,1,4,7,5,7
respondent_7530,municipality_021,7,4,10,6,4,6,2,2
respondent_7531,municipality_039,7,4,4,1,1,7,7,1
respondent_7532,municipality_086,3,1,5,2,4,5,7,1
respondent_7533,municipality_065,5,4,10,1,3,4,4,4
respondent_7534,municipality_056,3,3,9,2,3,7,7,4
respondent_7535,municipality_050,5,4,9,1,3,6,7,7
respondent_7536,municipality_017,7,7,2,1,3,7,3,1
respondent_7537,municipality_052,7,7,10,6,1,7,7,1
respondent_7538,municipality_097,7,5,10,6,3,7,7,7
respondent_7539,municipality_034,7,5,1,7,1,7,5,6
respondent_7540,municipality_026,7,5,8,6,4,7,5,7
respondent_7541,municipality_038,4,4,5,1,2,4,5,5
respondent_7542,municipality_064,3,3,9,3,3,3,1,3
respondent_7543,municipality_010,7,5,8,6,3,7,7,6
respondent_7544,municipality_055,7,7,10,1,1,7,7,4
respondent_7545,municipality_031,5,3,4,4,3,6,5,6
respondent_7546,municipality_018,6,1,10,1,3,1,2,1
respondent_7547,municipality_103,5,5,6,2,3,6,6,6
respondent_7548,municipality_081,1,4,5,1,4,6,1,4
respondent_7549,municipality_053,2,1,5,1,2,5,2,2
respondent_7550,municipality_074,1,2,5,1,3,2,7,1
respondent_7551,municipality_050,1,1,10,1,1,2,2,1
respondent_7552,municipality_096,7,5,9,1,4,1,1,7
respondent_7553,municipality_090,6,3,1,4,3,5,3,3
respondent_7554,municipality_073,4,3,5,5,3,6,6,5
respondent_7555,municipality_046,5,5,9,1,1,6,6,5
respondent_7556,municipality_003,2,1,7,1,4,2,1,1
respondent_7557,municipality_033,5,3,8,1,2,4,2,1
respondent_7558,municipality_052,7,1,9,1,3,7,7,5
respondent_7559,municipality_087,6,4,6,5,1,6,5,5
respondent_7560,municipality_058,5,1,5,1,4,5,3,3
respondent_7561,municipality_017,4,2,4,2,4,4,5,4
respondent_7562,municipality_079,6,3,8,1,4,6,1,7
respondent_7563,municipality_043,5,5,10,7,3,7,7,7
respondent_7564,municipality_028,6,1,4,2,4,5,4,6
respondent_7565,municipality_055,3,6,9,3,3,2,2,5
respondent_7566,municipality_043,7,2,9,4,4,7,7,7
respondent_7567,municipality_103,3,2,10,1,2,4,4,2
respondent_7568,municipality_018,6,4,10,5,2,7,6,5
respondent_7569,municipality_007,7,5,7,3,3,7,7,7
respondent_7570,municipality_014,6,3,8,2,3,6,4,1
respondent_7571,municipality_082,5,6,5,6,2,4,6,5
respondent_7572,municipality_064,3,2,9,6,3,7,4,2
respondent_7573,municipality_050,7,6,6,2,4,6,5,2
respondent_7574,municipality_017,2,1,8,4,1,7,4,4
respondent_7575,municipality_102,5,5,7,5,4,7,5,5
respondent_7576,municipality_018,2,2,5,2,4,6,2,2
respondent_7577,municipality_012,4,5,10,1,4,7,5,2
respondent_7578,municipality_010,5,5,10,3,3,3,7,3
respondent_7579,municipality_107,6,5,7,6,3,6,6,5
respondent_7580,municipality_032,6,5,7,5,3,6,6,5
respondent_7581,municipality_063,6,4,8,4,3,5,4,4
respondent_7582,municipality_073,5,3,10,5,4,7,5,7
respondent_7583,municipality_095,3,4,4,3,4,6,5,3
respondent_7584,municipality_040,5,5,8,3,3,3,6,6
respondent_7585,municipality_079,5,3,3,5,3,6,5,5
respondent_7586,municipality_006,7,6,5,1,4,7,1,7
respondent_7587,municipality_065,7,5,8,4,3,6,3,6
respondent_7588,municipality_076,2,2,2,1,3,2,1,1
respondent_7589,municipality_091,6,3,5,1,3,3,1,2
respondent_7590,municipality_057,5,6,5,6,2,6,7,6
respondent_7591,municipality_070,1,5,5,1,1,1,1,1
respondent_7592,municipality_056,5,5,8,2,3,4,6,3
respondent_7593,municipality_037,4,5,10,4,1,7,6,6
respondent_7594,municipality_095,1,1,2,1,3,1,1,1
respondent_7595,municipality_052,7,1,9,1,3,7,7,5
respondent_7596,municipality_095,3,3,3,1,3,2,1,1
respondent_7597,municipality_048,2,4,7,1,3,1,1,1
